"i","j","D_ij","civ_i","civ_j","civ_ij","comciv"
"AW","MP",-0.7407184,NA,NA,NA,1
"AW","MR",-5.281642,NA,"afric",NA,0
"AW","MT",-4.969043,NA,"wstrn",NA,0
"AW","MU",-2.776926,NA,"afric",NA,0
"AW","MX",-11.24013,NA,"latam",NA,0
"AW","MY",-7.533554,NA,"islam",NA,0
"AW","MZ",-2.742637,NA,"afric",NA,0
"AW","NC",-0.1514257,NA,NA,NA,1
"AW","NG",-3.862483,NA,"afric",NA,0
"AW","NI",-2.550947,NA,"latam",NA,0
"AW","NL",-11.24013,NA,"wstrn",NA,0
"AW","NO",-11.24013,NA,"wstrn",NA,0
"AW","NP",-3.920369,NA,"hindu",NA,0
"AW","NZ",-11.24013,NA,"wstrn",NA,0
"AW","OM",-2.138945,NA,"islam",NA,0
"AW","PA",-6.160983,NA,"latam",NA,0
"AW","PE",-4.514656,NA,"latam",NA,0
"AW","PF",-3.61906,NA,NA,NA,1
"AW","PG",-11.24013,NA,"wstrn",NA,0
"AW","PH",0.2388778,NA,"wstrn",NA,0
"AW","PK",-4.376968,NA,"islam",NA,0
"AW","PL",-7.883942,NA,"wstrn",NA,0
"AW","PT",-8.033179,NA,"wstrn",NA,0
"AW","PY",-0.8689738,NA,"latam",NA,0
"AW","QA",-11.24013,NA,"islam",NA,0
"AW","RU",-6.435017,NA,"ortho",NA,0
"AW","SA",-11.24013,NA,"islam",NA,0
"AW","SD",-4.927245,NA,"islam",NA,0
"AW","SE",-6.294837,NA,"wstrn",NA,0
"AW","SG",-2.781412,NA,"buddh",NA,0
"AW","SI",-3.994619,NA,"wstrn",NA,0
"AW","SK",-11.24013,NA,"wstrn",NA,0
"AW","SN",-11.24013,NA,"islam",NA,0
"AW","SR",-11.24013,NA,NA,NA,0
"AW","SV",-4.827516,NA,"latam",NA,0
"AW","TH",-2.529606,NA,"buddh",NA,0
"AW","TN",-1.581838,NA,"islam",NA,0
"AW","TR",-4.934284,NA,"islam",NA,0
"AW","TT",-0.2294243,NA,"wstrn",NA,0
"AW","TZ",-11.24013,NA,"afric",NA,0
"AW","UA",-5.027817,NA,"ortho",NA,0
"AW","UG",0.6273876,NA,"afric",NA,0
"AW","US",0.8378555,NA,"wstrn",NA,0
"AW","UY",-5.029751,NA,"latam",NA,0
"AW","UZ",-4.778391,NA,"islam",NA,0
"AW","VC",-11.24013,NA,"latam",NA,0
"AW","VE",-3.536871,NA,"latam",NA,0
"AW","VI",-2.707918,NA,NA,NA,1
"AW","VN",-4.577169,NA,"sinic",NA,0
"AW","YE",-3.530076,NA,"islam",NA,0
"AW","ZA",-3.098668,NA,"afric",NA,0
"AW","ZM",-11.24013,NA,"afric",NA,0
"AW","ZW",3.606618,NA,"afric",NA,0
"AZ","BA",-1.25145,"islam","ortho",NA,0
"AZ","BB",-11.24013,"islam","wstrn",NA,0
"AZ","BD",-3.664129,"islam","islam","islam",1
"AZ","BE",0.138544,"islam","wstrn",NA,0
"AZ","BF",-11.24013,"islam","afric",NA,0
"AZ","BG",-11.24013,"islam","ortho",NA,0
"AZ","BI",2.691273,"islam","afric",NA,0
"AZ","BM",-3.273136,"islam","wstrn",NA,0
"AZ","BN",-2.678748,"islam","islam","islam",1
"AZ","BO",-11.24013,"islam","latam",NA,0
"AZ","BR",-4.127198,"islam","latam",NA,0
"AZ","BS",-3.122345,"islam","latam",NA,0
"AZ","BT",-1.558495,"islam",NA,NA,0
"AZ","BW",-0.7844272,"islam","afric",NA,0
"AZ","BY",-2.892381,"islam","ortho",NA,0
"AZ","BZ",-4.47588,"islam",NA,NA,0
"AZ","CA",-2.867965,"islam","wstrn",NA,0
"AZ","CH",-1.808837,"islam","wstrn",NA,0
"AZ","CI",-6.888542,"islam","afric",NA,0
"AZ","CL",-11.24013,"islam","latam",NA,0
"AZ","CM",-2.915339,"islam","afric",NA,0
"AZ","CN",-4.143162,"islam","sinic",NA,0
"AZ","CO",-7.35107,"islam","latam",NA,0
"AZ","CR",1.027071,"islam","latam",NA,0
"AZ","CY",-3.019294,"islam","ortho",NA,0
"AZ","CZ",-0.4777721,"islam","wstrn",NA,0
"AZ","DE",-11.24013,"islam","wstrn",NA,0
"AZ","DK",-3.664634,"islam","wstrn",NA,0
"AZ","DO",-11.24013,"islam","latam",NA,0
"AZ","DZ",-1.61314,"islam","islam","islam",1
"AZ","EC",-2.103548,"islam","latam",NA,0
"AZ","EE",3.153223,"islam","wstrn",NA,0
"AZ","EG",-5.97336,"islam","islam","islam",1
"AZ","ES",-1.040843,"islam","wstrn",NA,0
"AZ","ET",-5.393575,"islam",NA,NA,0
"AZ","FI",-4.531487,"islam","wstrn",NA,0
"AZ","FJ",-11.24013,"islam",NA,NA,0
"AZ","FR",-4.145101,"islam","wstrn",NA,0
"AZ","GA",-11.24013,"islam","afric",NA,0
"AZ","GB",-7.282238,"islam","wstrn",NA,0
"AZ","GE",0.03009817,"islam","ortho",NA,0
"AZ","GH",-11.24013,"islam","afric",NA,0
"AZ","GM",-2.202012,"islam","islam","islam",1
"AZ","GR",-4.711043,"islam","ortho",NA,0
"AZ","GT",-0.5108546,"islam","latam",NA,0
"AZ","GU",-11.24013,"islam",NA,NA,0
"AZ","GY",-5.129458,"islam",NA,NA,0
"AZ","HK",-11.24013,"islam","sinic",NA,0
"AZ","HN",-11.24013,"islam","latam",NA,0
"AZ","HR",-11.24013,"islam","wstrn",NA,0
"AZ","HT",-11.24013,"islam",NA,NA,0
"AZ","HU",-2.149842,"islam","wstrn",NA,0
"AZ","ID",-4.924686,"islam","islam","islam",1
"AZ","IE",-11.24013,"islam","wstrn",NA,0
"AZ","IL",-11.24013,"islam","wstrn",NA,0
"AZ","IN",-4.729393,"islam","hindu",NA,0
"AZ","IT",-11.24013,"islam","wstrn",NA,0
"AZ","JM",-1.977568,"islam","wstrn",NA,0
"AZ","JO",-3.52985,"islam","islam","islam",1
"AZ","JP",-11.24013,"islam",NA,NA,0
"AZ","KE",-1.615874,"islam","afric",NA,0
"AZ","KH",-11.24013,"islam","buddh",NA,0
"AZ","KM",-3.469006,"islam","afric",NA,0
"AZ","KR",1.123547,"islam","sinic",NA,0
"AZ","KW",-2.527346,"islam","islam","islam",1
"AZ","KY",-3.233358,"islam","afric",NA,0
"AZ","KZ",-6.468245,"islam","ortho",NA,0
"AZ","LA",-11.24013,"islam","buddh",NA,0
"AZ","LB",-11.24013,"islam","islam","islam",1
"AZ","LC",-2.617242,"islam","latam",NA,0
"AZ","LK",-11.24013,"islam","buddh",NA,0
"AZ","LR",-2.37426,"islam","afric",NA,0
"AZ","LT",-0.5664074,"islam","wstrn",NA,0
"AZ","LU",-3.220575,"islam","wstrn",NA,0
"AZ","LV",-11.24013,"islam","wstrn",NA,0
"AZ","MA",-5.291057,"islam","islam","islam",1
"AZ","MD",-4.155215,"islam","ortho",NA,0
"AZ","ME",-11.24013,"islam",NA,NA,0
"AZ","MG",-11.24013,"islam","afric",NA,0
"AZ","MK",-1.801763,"islam","ortho",NA,0
"AZ","ML",-6.887933,"islam","islam","islam",1
"AZ","MN",-4.245952,"islam","buddh",NA,0
"AZ","MO",-2.391174,"islam",NA,NA,0
"AZ","MP",-4.038098,"islam",NA,NA,0
"AZ","MR",-1.201263,"islam","afric",NA,0
"AZ","MT",-2.358339,"islam","wstrn",NA,0
"AZ","MU",-11.24013,"islam","afric",NA,0
"AZ","MX",-7.450572,"islam","latam",NA,0
"AZ","MY",-6.266586,"islam","islam","islam",1
"AZ","MZ",-3.372788,"islam","afric",NA,0
"AZ","NC",-3.161123,"islam",NA,NA,0
"AZ","NG",-0.5478218,"islam","afric",NA,0
"AZ","NI",-11.24013,"islam","latam",NA,0
"AZ","NL",-2.605191,"islam","wstrn",NA,0
"AZ","NO",-4.769526,"islam","wstrn",NA,0
"AZ","NP",-0.310609,"islam","hindu",NA,0
"AZ","NZ",-2.545879,"islam","wstrn",NA,0
"AZ","OM",-11.24013,"islam","islam","islam",1
"AZ","PA",-5.992626,"islam","latam",NA,0
"AZ","PE",0.9189781,"islam","latam",NA,0
"AZ","PF",-0.01671626,"islam",NA,NA,0
"AZ","PG",-4.761614,"islam","wstrn",NA,0
"AZ","PH",-5.846594,"islam","wstrn",NA,0
"AZ","PK",-3.872139,"islam","islam","islam",1
"AZ","PL",-7.715586,"islam","wstrn",NA,0
"AZ","PT",1.119871,"islam","wstrn",NA,0
"AZ","PY",-3.79166,"islam","latam",NA,0
"AZ","QA",-5.559639,"islam","islam","islam",1
"AZ","RU",1.87918,"islam","ortho",NA,0
"AZ","SA",-1.914541,"islam","islam","islam",1
"AZ","SD",-1.597642,"islam","islam","islam",1
"AZ","SE",-6.12648,"islam","wstrn",NA,0
"AZ","SG",-11.24013,"islam","buddh",NA,0
"AZ","SI",-4.385879,"islam","wstrn",NA,0
"AZ","SK",-11.24013,"islam","wstrn",NA,0
"AZ","SN",1.829163,"islam","islam","islam",1
"AZ","SR",-11.24013,"islam",NA,NA,0
"AZ","SV",-1.420481,"islam","latam",NA,0
"AZ","TH",-5.356982,"islam","buddh",NA,0
"AZ","TN",-1.818947,"islam","islam","islam",1
"AZ","TR",-11.24013,"islam","islam","islam",1
"AZ","TT",-11.24013,"islam","wstrn",NA,0
"AZ","TZ",-3.49913,"islam","afric",NA,0
"AZ","UA",-1.601364,"islam","ortho",NA,0
"AZ","UG",-1.384239,"islam","afric",NA,0
"AZ","US",-1.135443,"islam","wstrn",NA,0
"AZ","UY",-4.573712,"islam","latam",NA,0
"AZ","UZ",-4.610034,"islam","islam","islam",1
"AZ","VC",-11.24013,"islam","latam",NA,0
"AZ","VE",-4.467127,"islam","latam",NA,0
"AZ","VI",3.75158,"islam",NA,NA,0
"AZ","VN",-3.3102,"islam","sinic",NA,0
"AZ","YE",-11.24013,"islam","islam","islam",1
"AZ","ZA",-1.9748,"islam","afric",NA,0
"AZ","ZM",-11.24013,"islam","afric",NA,0
"AZ","ZW",-3.791336,"islam","afric",NA,0
"BA","BB",3.64427,"ortho","wstrn",NA,0
"BA","BD",-0.5587958,"ortho","islam",NA,0
"BA","BE",-2.618475,"ortho","wstrn",NA,0
"BA","BF",-5.016573,"ortho","afric",NA,0
"BA","BG",-0.02220642,"ortho","ortho","ortho",1
"BA","BI",1.788958,"ortho","afric",NA,0
"BA","BM",-0.6720958,"ortho","wstrn",NA,0
"BA","BN",2.111735,"ortho","islam",NA,0
"BA","BO",-11.24013,"ortho","latam",NA,0
"BA","BR",-5.948756,"ortho","latam",NA,0
"BA","BS",-4.112606,"ortho","latam",NA,0
"BA","BT",-11.24013,"ortho",NA,NA,0
"BA","BW",-3.942683,"ortho","afric",NA,0
"BA","BY",-11.24013,"ortho","ortho","ortho",1
"BA","BZ",-1.375374,"ortho",NA,NA,0
"BA","CA",-3.201447,"ortho","wstrn",NA,0
"BA","CH",-3.506952,"ortho","wstrn",NA,0
"BA","CI",-2.503524,"ortho","afric",NA,0
"BA","CL",-3.186864,"ortho","latam",NA,0
"BA","CM",-11.24013,"ortho","afric",NA,0
"BA","CN",-11.24013,"ortho","sinic",NA,0
"BA","CO",-11.24013,"ortho","latam",NA,0
"BA","CR",0.8399282,"ortho","latam",NA,0
"BA","CY",-5.626373,"ortho","ortho","ortho",1
"BA","CZ",-11.24013,"ortho","wstrn",NA,0
"BA","DE",-1.037604,"ortho","wstrn",NA,0
"BA","DK",-11.24013,"ortho","wstrn",NA,0
"BA","DO",-11.24013,"ortho","latam",NA,0
"BA","DZ",-11.24013,"ortho","islam",NA,0
"BA","EC",-2.918867,"ortho","latam",NA,0
"BA","EE",0.532563,"ortho","wstrn",NA,0
"BA","EG",-2.751493,"ortho","islam",NA,0
"BA","ES",1.243679,"ortho","wstrn",NA,0
"BA","ET",-11.24013,"ortho",NA,NA,0
"BA","FI",-5.116283,"ortho","wstrn",NA,0
"BA","FJ",0.8370786,"ortho",NA,NA,0
"BA","FR",0.7444729,"ortho","wstrn",NA,0
"BA","GA",0.884737,"ortho","afric",NA,0
"BA","GB",-11.24013,"ortho","wstrn",NA,0
"BA","GE",-2.879262,"ortho","ortho","ortho",1
"BA","GH",-11.24013,"ortho","afric",NA,0
"BA","GM",-3.179851,"ortho","islam",NA,0
"BA","GR",0.5776862,"ortho","ortho","ortho",1
"BA","GT",-11.24013,"ortho","latam",NA,0
"BA","GU",-3.822152,"ortho",NA,NA,0
"BA","GY",2.026193,"ortho",NA,NA,0
"BA","HK",-3.252544,"ortho","sinic",NA,0
"BA","HN",-11.24013,"ortho","latam",NA,0
"BA","HR",-4.778107,"ortho","wstrn",NA,0
"BA","HT",-0.3635197,"ortho",NA,NA,0
"BA","HU",-3.370627,"ortho","wstrn",NA,0
"BA","ID",-11.24013,"ortho","islam",NA,0
"BA","IE",-11.24013,"ortho","wstrn",NA,0
"BA","IL",-2.463822,"ortho","wstrn",NA,0
"BA","IN",-2.423817,"ortho","hindu",NA,0
"BA","IT",0.6386083,"ortho","wstrn",NA,0
"BA","JM",-2.904113,"ortho","wstrn",NA,0
"BA","JO",-0.6646583,"ortho","islam",NA,0
"BA","JP",-11.24013,"ortho",NA,NA,0
"BA","KE",-11.24013,"ortho","afric",NA,0
"BA","KH",0.6033269,"ortho","buddh",NA,0
"BA","KM",-11.24013,"ortho","afric",NA,0
"BA","KR",-0.7252857,"ortho","sinic",NA,0
"BA","KW",-2.381254,"ortho","islam",NA,0
"BA","KY",-11.24013,"ortho","afric",NA,0
"BA","KZ",-11.24013,"ortho","ortho","ortho",1
"BA","LA",-11.24013,"ortho","buddh",NA,0
"BA","LB",-11.24013,"ortho","islam",NA,0
"BA","LC",-2.304096,"ortho","latam",NA,0
"BA","LK",-2.414179,"ortho","buddh",NA,0
"BA","LR",2.878383,"ortho","afric",NA,0
"BA","LT",-1.956356,"ortho","wstrn",NA,0
"BA","LU",-2.013611,"ortho","wstrn",NA,0
"BA","LV",0.749784,"ortho","wstrn",NA,0
"BA","MA",-2.580016,"ortho","islam",NA,0
"BA","MD",-1.84964,"ortho","ortho","ortho",1
"BA","ME",-4.227235,"ortho",NA,NA,0
"BA","MG",0.427008,"ortho","afric",NA,0
"BA","MK",-0.7771211,"ortho","ortho","ortho",1
"BA","ML",-11.24013,"ortho","islam",NA,0
"BA","MN",1.104146,"ortho","buddh",NA,0
"BA","MO",-2.675865,"ortho",NA,NA,0
"BA","MP",-11.24013,"ortho",NA,NA,0
"BA","MR",-1.891419,"ortho","afric",NA,0
"BA","MT",-11.24013,"ortho","wstrn",NA,0
"BA","MU",-11.24013,"ortho","afric",NA,0
"BA","MX",-5.432678,"ortho","latam",NA,0
"BA","MY",-4.366475,"ortho","islam",NA,0
"BA","MZ",0.9840583,"ortho","afric",NA,0
"BA","NC",-0.9425585,"ortho",NA,NA,0
"BA","NG",-3.467993,"ortho","afric",NA,0
"BA","NI",-11.24013,"ortho","latam",NA,0
"BA","NL",-5.197455,"ortho","wstrn",NA,0
"BA","NO",0.568596,"ortho","wstrn",NA,0
"BA","NP",-11.24013,"ortho","hindu",NA,0
"BA","NZ",-11.24013,"ortho","wstrn",NA,0
"BA","OM",-11.24013,"ortho","islam",NA,0
"BA","PA",-0.03639216,"ortho","latam",NA,0
"BA","PE",-11.24013,"ortho","latam",NA,0
"BA","PF",-1.838275,"ortho",NA,NA,0
"BA","PG",3.435606,"ortho","wstrn",NA,0
"BA","PH",-3.828701,"ortho","wstrn",NA,0
"BA","PK",-1.566563,"ortho","islam",NA,0
"BA","PL",-5.004545,"ortho","wstrn",NA,0
"BA","PT",-0.7885623,"ortho","wstrn",NA,0
"BA","PY",0.2846222,"ortho","latam",NA,0
"BA","QA",-2.443133,"ortho","islam",NA,0
"BA","RU",-3.961084,"ortho","ortho","ortho",1
"BA","SA",-3.597949,"ortho","islam",NA,0
"BA","SD",-1.460061,"ortho","islam",NA,0
"BA","SE",-3.820904,"ortho","wstrn",NA,0
"BA","SG",-3.303212,"ortho","buddh",NA,0
"BA","SI",-2.550306,"ortho","wstrn",NA,0
"BA","SK",-11.24013,"ortho","wstrn",NA,0
"BA","SN",-11.24013,"ortho","islam",NA,0
"BA","SR",-4.377673,"ortho",NA,NA,0
"BA","SV",-11.24013,"ortho","latam",NA,0
"BA","TH",-3.744553,"ortho","buddh",NA,0
"BA","TN",-1.122809,"ortho","islam",NA,0
"BA","TR",3.706116,"ortho","islam",NA,0
"BA","TT",-11.24013,"ortho","wstrn",NA,0
"BA","TZ",-11.24013,"ortho","afric",NA,0
"BA","UA",0.1202636,"ortho","ortho","ortho",1
"BA","UG",-1.643612,"ortho","afric",NA,0
"BA","US",-3.133932,"ortho","wstrn",NA,0
"BA","UY",-11.24013,"ortho","latam",NA,0
"BA","UZ",-11.24013,"ortho","islam",NA,0
"BA","VC",-1.028918,"ortho","latam",NA,0
"BA","VE",-11.24013,"ortho","latam",NA,0
"BA","VI",-11.24013,"ortho",NA,NA,0
"BA","VN",-11.24013,"ortho","sinic",NA,0
"BA","YE",-11.24013,"ortho","islam",NA,0
"BA","ZA",-11.24013,"ortho","afric",NA,0
"BA","ZM",-11.24013,"ortho","afric",NA,0
"BA","ZW",1.188388,"ortho","afric",NA,0
"BB","BD",-2.514256,"wstrn","islam",NA,0
"BB","BE",-1.232701,"wstrn","wstrn","wstrn",1
"BB","BF",-11.24013,"wstrn","afric",NA,0
"BB","BG",-1.085621,"wstrn","ortho",NA,0
"BB","BI",-1.391299,"wstrn","afric",NA,0
"BB","BM",-11.24013,"wstrn","wstrn","wstrn",1
"BB","BN",-1.664677,"wstrn","islam",NA,0
"BB","BO",-11.24013,"wstrn","latam",NA,0
"BB","BR",-4.562982,"wstrn","latam",NA,0
"BB","BS",-1.022084,"wstrn","latam",NA,0
"BB","BT",-11.24013,"wstrn",NA,NA,0
"BB","BW",-11.24013,"wstrn","afric",NA,0
"BB","BY",-5.885643,"wstrn","ortho",NA,0
"BB","BZ",-6.41932,"wstrn",NA,NA,0
"BB","CA",-4.30058,"wstrn","wstrn","wstrn",1
"BB","CH",-6.033201,"wstrn","wstrn","wstrn",1
"BB","CI",-11.24013,"wstrn","afric",NA,0
"BB","CL",-11.24013,"wstrn","latam",NA,0
"BB","CM",-11.24013,"wstrn","afric",NA,0
"BB","CN",2.193771,"wstrn","sinic",NA,0
"BB","CO",-11.24013,"wstrn","latam",NA,0
"BB","CR",6.749254,"wstrn","latam",NA,0
"BB","CY",-4.671383,"wstrn","ortho",NA,0
"BB","CZ",-11.24013,"wstrn","wstrn","wstrn",1
"BB","DE",-1.072026,"wstrn","wstrn","wstrn",1
"BB","DK",-11.24013,"wstrn","wstrn","wstrn",1
"BB","DO",-5.066941,"wstrn","latam",NA,0
"BB","DZ",0.429986,"wstrn","islam",NA,0
"BB","EC",-4.934291,"wstrn","latam",NA,0
"BB","EE",-11.24013,"wstrn","wstrn","wstrn",1
"BB","EG",3.755682,"wstrn","islam",NA,0
"BB","ES",-3.810962,"wstrn","wstrn","wstrn",1
"BB","ET",-11.24013,"wstrn",NA,NA,0
"BB","FI",-4.529017,"wstrn","wstrn","wstrn",1
"BB","FJ",-3.793305,"wstrn",NA,NA,0
"BB","FR",-11.24013,"wstrn","wstrn","wstrn",1
"BB","GA",3.094858,"wstrn","afric",NA,0
"BB","GB",-3.708671,"wstrn","wstrn","wstrn",1
"BB","GE",3.414007,"wstrn","ortho",NA,0
"BB","GH",-11.24013,"wstrn","afric",NA,0
"BB","GM",-5.195275,"wstrn","islam",NA,0
"BB","GR",-11.24013,"wstrn","ortho",NA,0
"BB","GT",-6.193663,"wstrn","latam",NA,0
"BB","GU",-11.24013,"wstrn",NA,NA,0
"BB","GY",-4.433841,"wstrn",NA,NA,0
"BB","HK",-7.635091,"wstrn","sinic",NA,0
"BB","HN",-11.24013,"wstrn","latam",NA,0
"BB","HR",-11.24013,"wstrn","wstrn","wstrn",1
"BB","HT",-0.798493,"wstrn",NA,NA,0
"BB","HU",-3.881973,"wstrn","wstrn","wstrn",1
"BB","ID",-2.976306,"wstrn","islam",NA,0
"BB","IE",-11.24013,"wstrn","wstrn","wstrn",1
"BB","IL",-2.425122,"wstrn","wstrn","wstrn",1
"BB","IN",-4.43924,"wstrn","hindu",NA,0
"BB","IT",-1.451404,"wstrn","wstrn","wstrn",1
"BB","JM",-2.840095,"wstrn","wstrn","wstrn",1
"BB","JO",-11.24013,"wstrn","islam",NA,0
"BB","JP",-11.24013,"wstrn",NA,NA,0
"BB","KE",-2.149366,"wstrn","afric",NA,0
"BB","KH",-1.712201,"wstrn","buddh",NA,0
"BB","KM",-11.24013,"wstrn","afric",NA,0
"BB","KR",-4.281154,"wstrn","sinic",NA,0
"BB","KW",-11.24013,"wstrn","islam",NA,0
"BB","KY",1.012236,"wstrn","afric",NA,0
"BB","KZ",-11.24013,"wstrn","ortho",NA,0
"BB","LA",-11.24013,"wstrn","buddh",NA,0
"BB","LB",-11.24013,"wstrn","islam",NA,0
"BB","LC",-3.626373,"wstrn","latam",NA,0
"BB","LK",-4.717284,"wstrn","buddh",NA,0
"BB","LR",-1.678643,"wstrn","afric",NA,0
"BB","LT",-4.88807,"wstrn","wstrn","wstrn",1
"BB","LU",-2.707279,"wstrn","wstrn","wstrn",1
"BB","LV",0.07809516,"wstrn","wstrn","wstrn",1
"BB","MA",-11.24013,"wstrn","islam",NA,0
"BB","MD",-4.152745,"wstrn","ortho",NA,0
"BB","ME",-3.352286,"wstrn",NA,NA,0
"BB","MG",-4.550246,"wstrn","afric",NA,0
"BB","MK",-0.2708241,"wstrn","ortho",NA,0
"BB","ML",0.2438351,"wstrn","islam",NA,0
"BB","MN",-2.103416,"wstrn","buddh",NA,0
"BB","MO",-11.24013,"wstrn",NA,NA,0
"BB","MP",-11.24013,"wstrn",NA,NA,0
"BB","MR",-2.913591,"wstrn","afric",NA,0
"BB","MT",-11.24013,"wstrn","wstrn","wstrn",1
"BB","MU",-11.24013,"wstrn","afric",NA,0
"BB","MX",-7.042636,"wstrn","latam",NA,0
"BB","MY",-5.570968,"wstrn","islam",NA,0
"BB","MZ",-1.5071,"wstrn","afric",NA,0
"BB","NC",-4.950412,"wstrn",NA,NA,0
"BB","NG",-1.710655,"wstrn","afric",NA,0
"BB","NI",-2.821953,"wstrn","latam",NA,0
"BB","NL",-11.24013,"wstrn","wstrn","wstrn",1
"BB","NO",-5.460203,"wstrn","wstrn","wstrn",1
"BB","NP",0.706592,"wstrn","hindu",NA,0
"BB","NZ",-2.141968,"wstrn","wstrn","wstrn",1
"BB","OM",-11.24013,"wstrn","islam",NA,0
"BB","PA",-4.891544,"wstrn","latam",NA,0
"BB","PE",-4.149673,"wstrn","latam",NA,0
"BB","PF",-11.24013,"wstrn",NA,NA,0
"BB","PG",-1.325156,"wstrn","wstrn","wstrn",1
"BB","PH",-2.219783,"wstrn","wstrn","wstrn",1
"BB","PK",-2.925207,"wstrn","islam",NA,0
"BB","PL",-5.921356,"wstrn","wstrn","wstrn",1
"BB","PT",-11.24013,"wstrn","wstrn","wstrn",1
"BB","PY",-11.24013,"wstrn","latam",NA,0
"BB","QA",-11.24013,"wstrn","islam",NA,0
"BB","RU",-4.47243,"wstrn","ortho",NA,0
"BB","SA",-2.435319,"wstrn","islam",NA,0
"BB","SD",-0.6822763,"wstrn","islam",NA,0
"BB","SE",-11.24013,"wstrn","wstrn","wstrn",1
"BB","SG",-1.968732,"wstrn","buddh",NA,0
"BB","SI",-11.24013,"wstrn","wstrn","wstrn",1
"BB","SK",-5.074366,"wstrn","wstrn","wstrn",1
"BB","SN",-11.24013,"wstrn","islam",NA,0
"BB","SR",-11.24013,"wstrn",NA,NA,0
"BB","SV",-2.641786,"wstrn","latam",NA,0
"BB","TH",-0.420038,"wstrn","buddh",NA,0
"BB","TN",-11.24013,"wstrn","islam",NA,0
"BB","TR",4.755764,"wstrn","islam",NA,0
"BB","TT",0.732188,"wstrn","wstrn","wstrn",1
"BB","TZ",-2.803512,"wstrn","afric",NA,0
"BB","UA",-4.451526,"wstrn","ortho",NA,0
"BB","UG",-11.24013,"wstrn","afric",NA,0
"BB","US",-11.24013,"wstrn","wstrn","wstrn",1
"BB","UY",-0.86994,"wstrn","latam",NA,0
"BB","UZ",-2.661654,"wstrn","islam",NA,0
"BB","VC",-0.4416516,"wstrn","latam",NA,0
"BB","VE",-11.24013,"wstrn","latam",NA,0
"BB","VI",-11.24013,"wstrn",NA,NA,0
"BB","VN",-2.3269,"wstrn","sinic",NA,0
"BB","YE",-5.151009,"wstrn","islam",NA,0
"BB","ZA",-4.537279,"wstrn","afric",NA,0
"BB","ZM",-4.985448,"wstrn","afric",NA,0
"BB","ZW",-0.653372,"wstrn","afric",NA,0
"BD","BE",-6.2729220675,"islam","wstrn",NA,0
"BD","BF",-3.807581,"islam","afric",NA,0
"BD","BG",-2.06848961,"islam","ortho",NA,0
"BD","BI",-11.24013,"islam","afric",NA,0
"BD","BM",-6.057517,"islam","wstrn",NA,0
"BD","BN",-3.059916961,"islam","islam","islam",1
"BD","BO",-0.9047349,"islam","latam",NA,0
"BD","BR",-3.480233846,"islam","latam",NA,0
"BD","BS",-7.345652406,"islam","latam",NA,0
"BD","BT",-5.540579,"islam",NA,NA,0
"BD","BW",-4.468292,"islam","afric",NA,0
"BD","BY",-5.151876703,"islam","ortho",NA,0
"BD","BZ",-0.9487854,"islam",NA,NA,0
"BD","CA",-3.7616790165,"islam","wstrn",NA,0
"BD","CH",-6.8462668055,"islam","wstrn",NA,0
"BD","CI",-1.005931,"islam","afric",NA,0
"BD","CL",-5.615680138,"islam","latam",NA,0
"BD","CM",-2.927131,"islam","afric",NA,0
"BD","CN",-4.312348116,"islam","sinic",NA,0
"BD","CO",-4.520904149,"islam","latam",NA,0
"BD","CR",-1.986759254,"islam","latam",NA,0
"BD","CY",-0.249955993,"islam","ortho",NA,0
"BD","CZ",-1.211215494,"islam","wstrn",NA,0
"BD","DE",-7.7500058205,"islam","wstrn",NA,0
"BD","DK",-1.4507607695,"islam","wstrn",NA,0
"BD","DO",0.162833084,"islam","latam",NA,0
"BD","DZ",-2.814516,"islam","islam","islam",1
"BD","EC",-4.816636813,"islam","latam",NA,0
"BD","EE",-0.359542553,"islam","wstrn",NA,0
"BD","EG",-4.5037392505,"islam","islam","islam",1
"BD","ES",-2.617420596,"islam","wstrn",NA,0
"BD","ET",-11.24013,"islam",NA,NA,0
"BD","FI",-6.842627327,"islam","wstrn",NA,0
"BD","FJ",-11.24013,"islam",NA,NA,0
"BD","FR",-7.156295555,"islam","wstrn",NA,0
"BD","GA",0.6118941,"islam","afric",NA,0
"BD","GB",-5.8715457555,"islam","wstrn",NA,0
"BD","GE",-3.40487,"islam","ortho",NA,0
"BD","GH",-2.803566,"islam","afric",NA,0
"BD","GM",-11.24013,"islam","islam","islam",1
"BD","GR",-1.927978567,"islam","ortho",NA,0
"BD","GT",-1.9694335795,"islam","latam",NA,0
"BD","GU",0.7116644,"islam",NA,NA,0
"BD","GY",-5.834398,"islam",NA,NA,0
"BD","HK",-4.4565753535,"islam","sinic",NA,0
"BD","HN",-5.231891,"islam","latam",NA,0
"BD","HR",-3.2353081575,"islam","wstrn",NA,0
"BD","HT",-11.24013,"islam",NA,NA,0
"BD","HU",-2.9365983695,"islam","wstrn",NA,0
"BD","ID",-0.061781636,"islam","islam","islam",1
"BD","IE",-6.4587369525,"islam","wstrn",NA,0
"BD","IL",-3.002999822,"islam","wstrn",NA,0
"BD","IN",-3.7372062475,"islam","hindu",NA,0
"BD","IS",-1.987855028,"islam","wstrn",NA,0
"BD","IT",-5.3048617145,"islam","wstrn",NA,0
"BD","JM",-5.618030806,"islam","wstrn",NA,0
"BD","JO",-1.712110866,"islam","islam","islam",1
"BD","JP",-7.5593159535,"islam",NA,NA,0
