"i","j","D_ij","civ_i","civ_j","civ_ij","comciv"
"KH","KM",-11.24013,"buddh","afric",NA,0
"KH","KR",1.180401,"buddh","sinic",NA,0
"KH","KW",-3.847778,"buddh","islam",NA,0
"KH","KY",-11.24013,"buddh","afric",NA,0
"KH","KZ",-5.223727,"buddh","ortho",NA,0
"KH","LA",-2.567063,"buddh","buddh","buddh",1
"KH","LB",-11.24013,"buddh","islam",NA,0
"KH","LC",-11.24013,"buddh","latam",NA,0
"KH","LK",0.8422512,"buddh","buddh","buddh",1
"KH","LR",-11.24013,"buddh","afric",NA,0
"KH","LT",-4.33917,"buddh","wstrn",NA,0
"KH","LU",-1.976057,"buddh","wstrn",NA,0
"KH","LV",-11.24013,"buddh","wstrn",NA,0
"KH","MA",-4.739687,"buddh","islam",NA,0
"KH","MD",-4.296992,"buddh","ortho",NA,0
"KH","ME",-11.24013,"buddh",NA,NA,0
"KH","MG",0.09299846,"buddh","afric",NA,0
"KH","MK",-11.24013,"buddh","ortho",NA,0
"KH","ML",-3.563974,"buddh","islam",NA,0
"KH","MN",-0.1682215,"buddh","buddh","buddh",1
"KH","MO",-1.503331,"buddh",NA,NA,0
"KH","MP",3.69866,"buddh",NA,NA,0
"KH","MR",-3.868768,"buddh","afric",NA,0
"KH","MT",-11.24013,"buddh","wstrn",NA,0
"KH","MU",-4.890412,"buddh","afric",NA,0
"KH","MX",-6.899201,"buddh","latam",NA,0
"KH","MY",-11.24013,"buddh","islam",NA,0
"KH","MZ",-11.24013,"buddh","afric",NA,0
"KH","NC",-1.51114,"buddh",NA,NA,0
"KH","NG",-11.24013,"buddh","afric",NA,0
"KH","NI",-11.24013,"buddh","latam",NA,0
"KH","NL",-2.857315,"buddh","wstrn",NA,0
"KH","NO",4.900398,"buddh","wstrn",NA,0
"KH","NP",-11.24013,"buddh","hindu",NA,0
"KH","NZ",-11.24013,"buddh","wstrn",NA,0
"KH","OM",-1.958214,"buddh","islam",NA,0
"KH","PA",-1.914895,"buddh","latam",NA,0
"KH","PE",-4.354545,"buddh","latam",NA,0
"KH","PF",0.6270275,"buddh",NA,NA,0
"KH","PG",-3.517096,"buddh","wstrn",NA,0
"KH","PH",-11.24013,"buddh","wstrn",NA,0
"KH","PK",-3.474919,"buddh","islam",NA,0
"KH","PL",-5.372456,"buddh","wstrn",NA,0
"KH","PT",-0.6515976,"buddh","wstrn",NA,0
"KH","PY",-3.933437,"buddh","latam",NA,0
"KH","QA",-0.454392,"buddh","islam",NA,0
"KH","RU",-11.24013,"buddh","ortho",NA,0
"KH","SA",-3.96586,"buddh","islam",NA,0
"KH","SD",-0.5186385,"buddh","islam",NA,0
"KH","SE",-4.188815,"buddh","wstrn",NA,0
"KH","SG",-1.032066,"buddh","buddh","buddh",1
"KH","SI",-0.1332064,"buddh","wstrn",NA,0
"KH","SK",1.656619,"buddh","wstrn",NA,0
"KH","SN",-2.257426,"buddh","islam",NA,0
"KH","SR",-4.745584,"buddh",NA,NA,0
"KH","SV",-3.009176,"buddh","latam",NA,0
"KH","TH",-4.112464,"buddh","buddh","buddh",1
"KH","TN",2.046609,"buddh","islam",NA,0
"KH","TR",-11.24013,"buddh","islam",NA,0
"KH","TT",-1.786965,"buddh","wstrn",NA,0
"KH","TZ",0.2843617,"buddh","afric",NA,0
"KH","UA",-4.308091,"buddh","ortho",NA,0
"KH","UG",4.233614,"buddh","afric",NA,0
"KH","US",-0.5840723,"buddh","wstrn",NA,0
"KH","UY",-1.496613,"buddh","latam",NA,0
"KH","UZ",-0.5323032,"buddh","islam",NA,0
"KH","VC",2.951296,"buddh","latam",NA,0
"KH","VE",-11.24013,"buddh","latam",NA,0
"KH","VI",2.108075,"buddh",NA,NA,0
"KH","VN",0.8874904,"buddh","sinic",NA,0
"KH","YE",-0.1712922,"buddh","islam",NA,0
"KH","ZA",0.03697319,"buddh","afric",NA,0
"KH","ZM",-11.24013,"buddh","afric",NA,0
"KH","ZW",-1.853672,"buddh","afric",NA,0
"KM","KR",-11.24013,"afric","sinic",NA,0
"KM","KW",-11.24013,"afric","islam",NA,0
"KM","KY",-11.24013,"afric","afric","afric",1
"KM","KZ",-11.24013,"afric","ortho",NA,0
"KM","LA",-1.731131,"afric","buddh",NA,0
"KM","LB",-1.833764,"afric","islam",NA,0
"KM","LC",-11.24013,"afric","latam",NA,0
"KM","LK",5.541016,"afric","buddh",NA,0
"KM","LR",-11.24013,"afric","afric","afric",1
"KM","LT",-11.24013,"afric","wstrn",NA,0
"KM","LU",0.8880233,"afric","wstrn",NA,0
"KM","LV",-1.741559,"afric","wstrn",NA,0
"KM","MA",3.167649,"afric","islam",NA,0
"KM","MD",-2.585591,"afric","ortho",NA,0
"KM","ME",-3.576892,"afric",NA,NA,0
"KM","MG",-0.9036506,"afric","afric","afric",1
"KM","MK",2.328528,"afric","ortho",NA,0
"KM","ML",-3.121084,"afric","islam",NA,0
"KM","MN",-11.24013,"afric","buddh",NA,0
"KM","MO",1.057916,"afric",NA,NA,0
"KM","MP",-3.161621,"afric",NA,NA,0
"KM","MR",0.9996336,"afric","afric","afric",1
"KM","MT",-2.537915,"afric","wstrn",NA,0
"KM","MU",-2.773546,"afric","afric","afric",1
"KM","MX",-2.548743,"afric","latam",NA,0
"KM","MY",2.437664,"afric","islam",NA,0
"KM","MZ",-11.24013,"afric","afric","afric",1
"KM","NC",-11.24013,"afric",NA,NA,0
"KM","NG",0.7376983,"afric","afric","afric",1
"KM","NI",-1.580221,"afric","latam",NA,0
"KM","NL",-0.2430466,"afric","wstrn",NA,0
"KM","NO",0.9352648,"afric","wstrn",NA,0
"KM","NP",-11.24013,"afric","hindu",NA,0
"KM","NZ",-2.450656,"afric","wstrn",NA,0
"KM","OM",1.502387,"afric","islam",NA,0
"KM","PA",-11.24013,"afric","latam",NA,0
"KM","PE",-5.415732,"afric","latam",NA,0
"KM","PF",-1.881079,"afric",NA,NA,0
"KM","PG",-11.24013,"afric","wstrn",NA,0
"KM","PH",-0.9627841,"afric","wstrn",NA,0
"KM","PK",-11.24013,"afric","islam",NA,0
"KM","PL",-11.24013,"afric","wstrn",NA,0
"KM","PT",-11.24013,"afric","wstrn",NA,0
"KM","PY",-1.66242,"afric","latam",NA,0
"KM","QA",-2.737252,"afric","islam",NA,0
"KM","RU",-11.24013,"afric","ortho",NA,0
"KM","SA",-11.24013,"afric","islam",NA,0
"KM","SD",-2.090652,"afric","islam",NA,0
"KM","SE",-11.24013,"afric","wstrn",NA,0
"KM","SG",-2.247404,"afric","buddh",NA,0
"KM","SI",-11.24013,"afric","wstrn",NA,0
"KM","SK",-2.120917,"afric","wstrn",NA,0
"KM","SN",2.621557,"afric","islam",NA,0
"KM","SR",-4.420477,"afric",NA,NA,1
"KM","SV",-1.836772,"afric","latam",NA,0
"KM","TH",2.616216,"afric","buddh",NA,0
"KM","TN",-11.24013,"afric","islam",NA,0
"KM","TR",-0.7984077,"afric","islam",NA,0
"KM","TT",3.581567,"afric","wstrn",NA,0
"KM","TZ",1.161537,"afric","afric","afric",1
"KM","UA",-11.24013,"afric","ortho",NA,0
"KM","UG",-11.24013,"afric","afric","afric",1
"KM","US",-3.176736,"afric","wstrn",NA,0
"KM","UY",0.4218021,"afric","latam",NA,0
"KM","UZ",-0.9609682,"afric","islam",NA,0
"KM","VC",-2.421649,"afric","latam",NA,0
"KM","VE",-1.79889,"afric","latam",NA,0
"KM","VI",-4.921181,"afric",NA,NA,0
"KM","VN",-3.532335,"afric","sinic",NA,0
"KM","YE",-1.38663,"afric","islam",NA,0
"KM","ZA",1.99272,"afric","afric","afric",1
"KM","ZM",-4.516906,"afric","afric","afric",1
"KM","ZW",1.539488,"afric","afric","afric",1
"KR","KW",-4.64748767,"sinic","islam",NA,0
"KR","KY",-11.24013,"sinic","afric",NA,0
"KR","KZ",0.05508248,"sinic","ortho",NA,0
"KR","LA",-1.852602,"sinic","buddh",NA,0
"KR","LB",-1.7873674435,"sinic","islam",NA,0
"KR","LC",-0.5712518,"sinic","latam",NA,0
"KR","LK",-12.3993476705,"sinic","buddh",NA,0
"KR","LR",-11.24013,"sinic","afric",NA,0
"KR","LT",-2.336913512,"sinic","wstrn",NA,0
"KR","LU",-3.3716091615,"sinic","wstrn",NA,0
"KR","LV",-8.0756487205,"sinic","wstrn",NA,0
"KR","MA",1.0777061245,"sinic","islam",NA,0
"KR","MD",1.585108,"sinic","ortho",NA,0
"KR","ME",-11.24013,"sinic",NA,NA,0
"KR","MG",3.084727,"sinic","afric",NA,0
"KR","MK",-11.24013,"sinic","ortho",NA,0
"KR","ML",-2.731729,"sinic","islam",NA,0
"KR","MN",-11.24013,"sinic","buddh",NA,0
"KR","MO",0.1130323,"sinic",NA,NA,1
"KR","MP",-0.0642159,"sinic",NA,NA,0
"KR","MR",1.866279,"sinic","afric",NA,0
"KR","MT",0.0542597935,"sinic","wstrn",NA,0
"KR","MU",-2.384191,"sinic","afric",NA,0
"KR","MX",-3.4557170185,"sinic","latam",NA,0
"KR","MY",-3.9273755765,"sinic","islam",NA,0
"KR","MZ",-0.7206622,"sinic","afric",NA,0
"KR","NC",-1.895291,"sinic",NA,NA,0
"KR","NG",-2.111935935,"sinic","afric",NA,0
"KR","NI",1.350129,"sinic","latam",NA,0
"KR","NL",-3.5073634695,"sinic","wstrn",NA,0
"KR","NO",-7.5214392165,"sinic","wstrn",NA,0
"KR","NP",-3.284747103,"sinic","hindu",NA,0
"KR","NZ",-2.2085768495,"sinic","wstrn",NA,0
"KR","OM",-1.685586,"sinic","islam",NA,0
"KR","PA",-3.0144342145,"sinic","latam",NA,0
"KR","PE",-0.6203164365,"sinic","latam",NA,0
"KR","PF",-11.24013,"sinic",NA,NA,0
"KR","PG",-11.24013,"sinic","wstrn",NA,0
"KR","PH",-7.044213618,"sinic","wstrn",NA,0
"KR","PK",-2.138217905,"sinic","islam",NA,0
"KR","PL",-6.563382808,"sinic","wstrn",NA,0
"KR","PT",-1.935533099,"sinic","wstrn",NA,0
"KR","PY",-0.1744528,"sinic","latam",NA,0
"KR","QA",-1.4543443935,"sinic","islam",NA,0
"KR","RU",-5.892972971,"sinic","ortho",NA,0
"KR","SA",-6.5879467475,"sinic","islam",NA,0
"KR","SD",-1.806658,"sinic","islam",NA,0
"KR","SE",-1.272456017,"sinic","wstrn",NA,0
"KR","SG",-8.8103285735,"sinic","buddh",NA,0
"KR","SI",-5.550752332,"sinic","wstrn",NA,0
"KR","SK",-0.455603584,"sinic","wstrn",NA,0
"KR","SN",-0.8498179,"sinic","islam",NA,0
"KR","SR",2.938198,"sinic",NA,NA,0
"KR","SV",-0.8522405325,"sinic","latam",NA,0
"KR","TH",-8.0443974,"sinic","buddh",NA,0
"KR","TN",-1.757088,"sinic","islam",NA,0
"KR","TR",-5.512887166,"sinic","islam",NA,0
"KR","TT",-0.6159041195,"sinic","wstrn",NA,0
"KR","TZ",-1.540151,"sinic","afric",NA,0
"KR","UA",-0.1120436485,"sinic","ortho",NA,0
"KR","UG",-11.24013,"sinic","afric",NA,0
"KR","US",-2.3811499935,"sinic","wstrn",NA,0
"KR","UY",1.5393436475,"sinic","latam",NA,0
"KR","UZ",-1.552443,"sinic","islam",NA,0
"KR","VC",-11.24013,"sinic","latam",NA,0
"KR","VE",-7.4839899525,"sinic","latam",NA,0
"KR","VI",-2.740067,"sinic",NA,NA,0
"KR","VN",-6.5616178835,"sinic","sinic","sinic",1
"KR","YE",-11.24013,"sinic","islam",NA,0
"KR","ZA",-8.540112429,"sinic","afric",NA,0
"KR","ZM",-3.722087,"sinic","afric",NA,0
"KR","ZW",-11.24013,"sinic","afric",NA,0
"KW","KY",-11.24013,"islam","afric",NA,0
"KW","KZ",-3.813859,"islam","ortho",NA,0
"KW","LA",-2.661273,"islam","buddh",NA,0
"KW","LB",-6.7592017365,"islam","islam","islam",1
"KW","LC",-1.061469,"islam","latam",NA,0
"KW","LK",-2.1628871235,"islam","buddh",NA,0
"KW","LR",-11.24013,"islam","afric",NA,0
"KW","LT",-7.415057458,"islam","wstrn",NA,0
"KW","LU",-8.657368061,"islam","wstrn",NA,0
"KW","LV",-1.5875267035,"islam","wstrn",NA,0
"KW","MA",-2.0141843255,"islam","islam","islam",1
"KW","MD",1.822406,"islam","ortho",NA,0
"KW","ME",-11.24013,"islam",NA,NA,0
"KW","MG",1.097401,"islam","afric",NA,0
"KW","MK",-3.136362,"islam","ortho",NA,0
"KW","ML",-11.24013,"islam","islam","islam",1
"KW","MN",-0.01603041,"islam","buddh",NA,0
"KW","MO",-0.1935464,"islam",NA,NA,0
"KW","MP",1.357128,"islam",NA,NA,0
"KW","MR",1.80378,"islam","afric",NA,0
"KW","MT",-7.5618794895,"islam","wstrn",NA,0
"KW","MU",-0.2097085,"islam","afric",NA,0
"KW","MX",-3.438226093,"islam","latam",NA,0
"KW","MY",-4.6192114215,"islam","islam","islam",1
"KW","MZ",-1.934798,"islam","afric",NA,0
"KW","NC",1.021731,"islam",NA,NA,0
"KW","NG",-6.5153132985,"islam","afric",NA,0
"KW","NI",3.877875,"islam","latam",NA,0
"KW","NL",-7.8779529575,"islam","wstrn",NA,0
"KW","NO",-6.7016311925,"islam","wstrn",NA,0
"KW","NP",-4.042491884,"islam","hindu",NA,0
"KW","NZ",-8.597584739,"islam","wstrn",NA,0
"KW","OM",0.8259718,"islam","islam","islam",1
"KW","PA",-6.6867286945,"islam","latam",NA,0
"KW","PE",-2.970511414,"islam","latam",NA,0
"KW","PF",0.05098004,"islam",NA,NA,0
"KW","PG",-0.02778656,"islam","wstrn",NA,0
"KW","PH",-3.0219311715,"islam","wstrn",NA,0
"KW","PK",-2.7965787135,"islam","islam","islam",1
"KW","PL",-8.944475578,"islam","wstrn",NA,0
"KW","PT",-3.2862516295,"islam","wstrn",NA,0
"KW","PY",-2.929034,"islam","latam",NA,0
"KW","QA",-9.160785,"islam","islam","islam",1
"KW","RU",-9.14483299,"islam","ortho",NA,0
"KW","SA",-8.622184595,"islam","islam","islam",1
"KW","SD",-11.24013,"islam","islam","islam",1
"KW","SE",-4.6406765605,"islam","wstrn",NA,0
"KW","SG",-5.809031233,"islam","buddh",NA,0
"KW","SI",-6.89277287,"islam","wstrn",NA,0
"KW","SK",-1.746432614,"islam","wstrn",NA,0
"KW","SN",-11.24013,"islam","islam","islam",1
"KW","SR",-1.138492,"islam",NA,NA,0
"KW","SV",-3.5128922285,"islam","latam",NA,0
"KW","TH",-2.7885803305,"islam","buddh",NA,0
"KW","TN",-0.3144669,"islam","islam","islam",1
"KW","TR",-9.615201253,"islam","islam","islam",1
"KW","TT",-4.608574424,"islam","wstrn",NA,0
"KW","TZ",-2.348822,"islam","afric",NA,0
"KW","UA",-5.0505991585,"islam","ortho",NA,0
"KW","UG",-0.7839768,"islam","afric",NA,0
"KW","US",-5.8733071535,"islam","wstrn",NA,0
"KW","UY",-5.6632298305,"islam","latam",NA,0
"KW","UZ",-0.163889,"islam","islam","islam",1
"KW","VC",-1.608821,"islam","latam",NA,0
"KW","VE",-8.937009958,"islam","latam",NA,0
"KW","VI",-2.226982,"islam",NA,NA,0
"KW","VN",-3.337945954,"islam","sinic",NA,0
"KW","YE",0.09117343,"islam","islam","islam",1
"KW","ZA",-4.467313952,"islam","afric",NA,0
"KW","ZM",-5.223905,"islam","afric",NA,0
"KW","ZW",-11.24013,"islam","afric",NA,0
"KY","KZ",-4.034363,"afric","ortho",NA,0
"KY","LA",-2.881777,"afric","buddh",NA,0
"KY","LB",-3.572196,"afric","islam",NA,0
"KY","LC",-3.679868,"afric","latam",NA,0
"KY","LK",-2.691338,"afric","buddh",NA,0
"KY","LR",-1.549817,"afric","afric","afric",1
"KY","LT",-4.941565,"afric","wstrn",NA,0
"KY","LU",3.407999,"afric","wstrn",NA,0
"KY","LV",-0.6637281,"afric","wstrn",NA,0
"KY","MA",-1.513441,"afric","islam",NA,0
"KY","MD",5.008689,"afric","ortho",NA,0
"KY","ME",-0.5341022,"afric",NA,NA,0
"KY","MG",-11.24013,"afric","afric","afric",1
"KY","MK",4.322386,"afric","ortho",NA,0
"KY","ML",-2.987714,"afric","islam",NA,0
"KY","MN",-11.24013,"afric","buddh",NA,0
"KY","MO",-2.665342,"afric",NA,NA,0
"KY","MP",-0.9110692,"afric",NA,NA,0
"KY","MR",-0.8335774,"afric","afric","afric",1
"KY","MT",-0.757367,"afric","wstrn",NA,0
"KY","MU",-4.106513,"afric","afric","afric",1
"KY","MX",-11.24013,"afric","latam",NA,0
"KY","MY",-11.24013,"afric","islam",NA,0
"KY","MZ",-3.136131,"afric","afric","afric",1
"KY","NC",-2.924466,"afric",NA,NA,0
"KY","NG",-2.64654,"afric","afric","afric",1
"KY","NI",-3.686379,"afric","latam",NA,0
"KY","NL",-5.474614,"afric","wstrn",NA,0
"KY","NO",-1.131672,"afric","wstrn",NA,0
"KY","NP",0.03558689,"afric","hindu",NA,0
"KY","NZ",0.001761683,"afric","wstrn",NA,0
"KY","OM",-11.24013,"afric","islam",NA,0
"KY","PA",-3.558745,"afric","latam",NA,0
"KY","PE",-11.24013,"afric","latam",NA,0
"KY","PF",-11.24013,"afric",NA,NA,0
"KY","PG",-2.04005,"afric","wstrn",NA,0
"KY","PH",-3.595035,"afric","wstrn",NA,0
"KY","PK",-2.873342,"afric","islam",NA,0
"KY","PL",-5.974852,"afric","wstrn",NA,0
"KY","PT",-5.836406,"afric","wstrn",NA,0
"KY","PY",-11.24013,"afric","latam",NA,0
"KY","QA",-1.391157,"afric","islam",NA,0
"KY","RU",-3.832779,"afric","ortho",NA,0
"KY","SA",-11.24013,"afric","islam",NA,0
"KY","SD",-3.423619,"afric","islam",NA,0
"KY","SE",-11.24013,"afric","wstrn",NA,0
"KY","SG",-1.182476,"afric","buddh",NA,0
"KY","SI",-11.24013,"afric","wstrn",NA,0
"KY","SK",-2.642955,"afric","wstrn",NA,0
"KY","SN",-2.57214,"afric","islam",NA,0
"KY","SR",-3.55622,"afric",NA,NA,1
"KY","SV",-2.918425,"afric","latam",NA,0
"KY","TH",-3.328566,"afric","buddh",NA,0
"KY","TN",5.238436,"afric","islam",NA,0
"KY","TR",-11.24013,"afric","islam",NA,0
"KY","TT",-0.7799224,"afric","wstrn",NA,0
"KY","TZ",-3.262473,"afric","afric","afric",1
"KY","UA",-2.137897,"afric","ortho",NA,0
"KY","UG",-1.920772,"afric","afric","afric",1
"KY","US",-11.24013,"afric","wstrn",NA,0
"KY","UY",-0.06038919,"afric","latam",NA,0
"KY","UZ",-1.888471,"afric","islam",NA,0
"KY","VC",1.088445,"afric","latam",NA,0
"KY","VE",-11.24013,"afric","latam",NA,0
"KY","VI",-3.769242,"afric",NA,NA,0
"KY","VN",-11.24013,"afric","sinic",NA,0
"KY","YE",-11.24013,"afric","islam",NA,0
"KY","ZA",-2.511333,"afric","afric","afric",1
"KY","ZM",-4.751262,"afric","afric","afric",1
"KY","ZW",-0.9519898,"afric","afric","afric",1
"KZ","LA",-4.037222,"ortho","buddh",NA,0
"KZ","LB",-4.034494,"ortho","islam",NA,0
"KZ","LC",-1.279965,"ortho","latam",NA,0
"KZ","LK",-11.24013,"ortho","buddh",NA,0
"KZ","LR",-0.3698872,"ortho","afric",NA,0
"KZ","LT",-2.878135,"ortho","wstrn",NA,0
"KZ","LU",-11.24013,"ortho","wstrn",NA,0
"KZ","LV",-11.24013,"ortho","wstrn",NA,0
"KZ","MA",-11.24013,"ortho","islam",NA,0
"KZ","MD",-11.24013,"ortho","ortho","ortho",1
"KZ","ME",-1.138051,"ortho",NA,NA,0
"KZ","MG",-11.24013,"ortho","afric",NA,0
"KZ","MK",-11.24013,"ortho","ortho","ortho",1
"KZ","ML",-11.24013,"ortho","islam",NA,0
"KZ","MN",-0.6321412,"ortho","buddh",NA,0
"KZ","MO",-4.10847,"ortho",NA,NA,0
"KZ","MP",-11.24013,"ortho",NA,NA,0
"KZ","MR",-2.85402,"ortho","afric",NA,0
"KZ","MT",-11.24013,"ortho","wstrn",NA,0
"KZ","MU",-5.261959,"ortho","afric",NA,0
"KZ","MX",-7.270748,"ortho","latam",NA,0
"KZ","MY",-4.094332,"ortho","islam",NA,0
"KZ","MZ",-5.390189,"ortho","afric",NA,0
"KZ","NC",-11.24013,"ortho",NA,NA,0
"KZ","NG",-11.24013,"ortho","afric",NA,0
"KZ","NI",-2.490449,"ortho","latam",NA,0
"KZ","NL",-11.24013,"ortho","wstrn",NA,0
"KZ","NO",-5.282849,"ortho","wstrn",NA,0
"KZ","NP",2.393563,"ortho","hindu",NA,0
"KZ","NZ",-11.24013,"ortho","wstrn",NA,0
"KZ","OM",-1.567621,"ortho","islam",NA,0
"KZ","PA",-5.812802,"ortho","latam",NA,0
"KZ","PE",-6.805533,"ortho","latam",NA,0
"KZ","PF",-11.24013,"ortho",NA,NA,0
"KZ","PG",-2.63588,"ortho","wstrn",NA,0
"KZ","PH",-4.280476,"ortho","wstrn",NA,0
"KZ","PK",-4.945078,"ortho","islam",NA,0
"KZ","PL",-8.228909,"ortho","wstrn",NA,0
"KZ","PT",-6.991852,"ortho","wstrn",NA,0
"KZ","PY",-2.002398,"ortho","latam",NA,0
"KZ","QA",-1.042525,"ortho","islam",NA,0
"KZ","RU",-4.477398,"ortho","ortho","ortho",1
"KZ","SA",-11.24013,"ortho","islam",NA,0
"KZ","SD",-5.08989,"ortho","islam",NA,0
"KZ","SE",-11.24013,"ortho","wstrn",NA,0
"KZ","SG",0.8953949,"ortho","buddh",NA,0
"KZ","SI",-1.161532,"ortho","wstrn",NA,0
"KZ","SK",-11.24013,"ortho","wstrn",NA,0
"KZ","SN",-3.034438,"ortho","islam",NA,0
"KZ","SR",-5.810278,"ortho",NA,NA,0
"KZ","SV",-11.24013,"ortho","latam",NA,0
"KZ","TH",-1.169825,"ortho","buddh",NA,0
"KZ","TN",-11.24013,"ortho","islam",NA,0
"KZ","TR",-3.199809,"ortho","islam",NA,0
"KZ","TT",-11.24013,"ortho","wstrn",NA,0
"KZ","TZ",-3.724771,"ortho","afric",NA,0
"KZ","UA",-1.635115,"ortho","ortho","ortho",1
"KZ","UG",-11.24013,"ortho","afric",NA,0
"KZ","US",-11.24013,"ortho","wstrn",NA,0
"KZ","UY",-4.68157,"ortho","latam",NA,0
"KZ","UZ",-3.737063,"ortho","islam",NA,0
"KZ","VC",2.1321,"ortho","latam",NA,0
"KZ","VE",0.2874082,"ortho","latam",NA,0
"KZ","VI",-6.310981,"ortho",NA,NA,0
"KZ","VN",-11.24013,"ortho","sinic",NA,0
"KZ","YE",-4.973655,"ortho","islam",NA,0
"KZ","ZA",-11.24013,"ortho","afric",NA,0
"KZ","ZM",-1.131794,"ortho","afric",NA,0
"KZ","ZW",-0.9373638,"ortho","afric",NA,0
"LA","LB",3.506233,"buddh","islam",NA,0
"LA","LC",-3.277262,"buddh","latam",NA,0
"LA","LK",0.1536151,"buddh","buddh","buddh",1
"LA","LR",-11.24013,"buddh","afric",NA,0
"LA","LT",-2.341734,"buddh","wstrn",NA,0
"LA","LU",-2.581312,"buddh","wstrn",NA,0
"LA","LV",-11.24013,"buddh","wstrn",NA,0
"LA","MA",-2.636891,"buddh","islam",NA,0
"LA","MD",-0.114755,"buddh","ortho",NA,0
"LA","ME",-11.24013,"buddh",NA,NA,0
"LA","MG",3.839311,"buddh","afric",NA,0
"LA","MK",0.4130363,"buddh","ortho",NA,0
"LA","ML",-5.150057,"buddh","islam",NA,0
"LA","MN",-11.24013,"buddh","buddh","buddh",1
"LA","MO",-11.24013,"buddh",NA,NA,0
"LA","MP",1.768804,"buddh",NA,NA,0
"LA","MR",0.3622595,"buddh","afric",NA,0
"LA","MT",-0.7602259,"buddh","wstrn",NA,0
"LA","MU",-11.24013,"buddh","afric",NA,0
"LA","MX",-3.461405,"buddh","latam",NA,0
"LA","MY",-4.017885,"buddh","islam",NA,0
"LA","MZ",-3.832137,"buddh","afric",NA,0
"LA","NC",-1.269097,"buddh",NA,NA,0
"LA","NG",2.579033,"buddh","afric",NA,0
"LA","NI",2.534826,"buddh","latam",NA,0
"LA","NL",-3.685714,"buddh","wstrn",NA,0
"LA","NO",-0.7290657,"buddh","wstrn",NA,0
"LA","NP",-2.787327,"buddh","hindu",NA,0
"LA","NZ",-3.617406,"buddh","wstrn",NA,0
"LA","OM",0.4604342,"buddh","islam",NA,0
"LA","PA",0.9922732,"buddh","latam",NA,0
"LA","PE",-1.636563,"buddh","latam",NA,0
"LA","PF",-1.019681,"buddh",NA,NA,0
"LA","PG",2.158045,"buddh","wstrn",NA,0
"LA","PH",-2.855956,"buddh","wstrn",NA,0
"LA","PK",-2.134264,"buddh","islam",NA,0
"LA","PL",-6.670858,"buddh","wstrn",NA,0
"LA","PT",-11.24013,"buddh","wstrn",NA,0
"LA","PY",-1.494169,"buddh","latam",NA,0
"LA","QA",-1.470389,"buddh","islam",NA,0
"LA","RU",-2.33156,"buddh","ortho",NA,0
"LA","SA",-0.6392893,"buddh","islam",NA,0
"LA","SD",-0.8462612,"buddh","islam",NA,0
"LA","SE",-11.24013,"buddh","wstrn",NA,0
"LA","SG",-11.24013,"buddh","buddh","buddh",1
"LA","SI",-11.24013,"buddh","wstrn",NA,0
"LA","SK",-1.547201,"buddh","wstrn",NA,0
"LA","SN",-11.24013,"buddh","islam",NA,0
"LA","SR",0.8103686,"buddh",NA,NA,0
"LA","SV",-0.3955551,"buddh","latam",NA,0
"LA","TH",-11.24013,"buddh","buddh","buddh",1
"LA","TN",-11.24013,"buddh","islam",NA,0
"LA","TR",-11.24013,"buddh","islam",NA,0
"LA","TT",-11.24013,"buddh","wstrn",NA,0
"LA","TZ",-11.24013,"buddh","afric",NA,0
"LA","UA",-2.205295,"buddh","ortho",NA,0
"LA","UG",-1.1127,"buddh","afric",NA,0
"LA","US",3.283084,"buddh","wstrn",NA,0
"LA","UY",0.4222597,"buddh","latam",NA,0
"LA","UZ",0.8890414,"buddh","islam",NA,0
"LA","VC",-2.58987,"buddh","latam",NA,0
"LA","VE",1.677468,"buddh","latam",NA,0
"LA","VI",-11.24013,"buddh",NA,NA,0
"LA","VN",-2.670937,"buddh","sinic",NA,0
"LA","YE",-11.24013,"buddh","islam",NA,0
"LA","ZA",0.4939633,"buddh","afric",NA,0
"LA","ZM",1.115176,"buddh","afric",NA,0
"LA","ZW",-0.348713,"buddh","afric",NA,0
"LB","LC",-11.24013,"islam","latam",NA,0
"LB","LK",0.953814265,"islam","buddh",NA,0
"LB","LR",-3.629389,"islam","afric",NA,0
"LB","LT",-2.184786479,"islam","wstrn",NA,0
"LB","LU",-1.0694384155,"islam","wstrn",NA,0
"LB","LV",1.897381063,"islam","wstrn",NA,0
"LB","MA",-1.5300951255,"islam","islam","islam",1
"LB","MD",1.172373,"islam","ortho",NA,0
"LB","ME",-1.534111,"islam",NA,NA,0
"LB","MG",-3.50526,"islam","afric",NA,0
"LB","MK",-1.342094,"islam","ortho",NA,0
"LB","ML",-11.24013,"islam","islam","islam",1
"LB","MN",-11.24013,"islam","buddh",NA,0
"LB","MO",-2.730012,"islam",NA,NA,0
"LB","MP",-11.24013,"islam",NA,NA,0
"LB","MR",-4.065829,"islam","afric",NA,0
"LB","MT",-0.8064031365,"islam","wstrn",NA,0
"LB","MU",1.226074,"islam","afric",NA,0
"LB","MX",-3.6319586045,"islam","latam",NA,0
"LB","MY",-4.1039460945,"islam","islam","islam",1
"LB","MZ",-11.24013,"islam","afric",NA,0
"LB","NC",-2.113667,"islam",NA,NA,0
"LB","NG",-2.6907352635,"islam","afric",NA,0
"LB","NI",-2.10239,"islam","latam",NA,0
"LB","NL",-3.056543512,"islam","wstrn",NA,0
"LB","NO",-1.7423910715,"islam","wstrn",NA,0
"LB","NP",-1.439115909,"islam","hindu",NA,0
